,age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income
2457,31,Self-Employed,Assoc,Married,Blue-Collar,White,Male,60,1
2458,34,Private,Some-college,Married,Blue-Collar,White,Male,40,1
2459,68,Private,Doctorate,Divorced,Professional,White,Female,40,0
2460,19,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,10,0
2461,41,Self-Employed,Bachelors,Married,Professional,White,Male,40,1
2462,25,Private,School,Separated,Blue-Collar,White,Male,40,0
2463,41,Private,HS-grad,Married,White-Collar,White,Female,60,0
2464,50,Private,Bachelors,Single,White-Collar,White,Male,50,1
2465,51,Private,HS-grad,Widowed,Blue-Collar,Other,Female,40,0
2466,41,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
2467,51,Private,Bachelors,Married,White-Collar,White,Male,55,0
2468,34,Private,HS-grad,Single,White-Collar,White,Female,40,0
2469,21,Private,Some-college,Single,Blue-Collar,Other,Male,10,0
2470,30,Government,Masters,Married,Professional,Other,Male,20,0
2471,19,Private,Some-college,Single,Blue-Collar,White,Male,25,0
2472,33,Government,Masters,Single,Professional,Other,Female,35,0
2473,60,Other/Unknown,HS-grad,Married,Other/Unknown,White,Male,40,0
2474,46,Private,Assoc,Married,Blue-Collar,White,Male,40,1
2475,25,Private,HS-grad,Single,White-Collar,White,Female,46,0
2476,33,Government,Some-college,Married,Blue-Collar,White,Male,66,0
2477,27,Private,HS-grad,Married,White-Collar,White,Female,34,0
2478,59,Self-Employed,HS-grad,Married,White-Collar,White,Male,52,1
2479,46,Private,HS-grad,Single,White-Collar,White,Female,40,0
2480,39,Private,Assoc,Single,Blue-Collar,White,Male,60,0
2481,42,Private,Some-college,Married,Sales,White,Male,40,1
2482,56,Private,School,Widowed,Blue-Collar,Other,Female,40,0
2483,41,Self-Employed,Bachelors,Divorced,White-Collar,White,Female,40,0
2484,24,Private,HS-grad,Single,Service,White,Male,40,0
2485,30,Self-Employed,HS-grad,Divorced,Service,White,Female,60,0
2486,29,Private,Some-college,Married,Sales,Other,Female,26,0
2487,23,Private,Some-college,Married,White-Collar,Other,Female,40,0
2488,20,Private,Some-college,Single,Service,White,Female,12,0
2489,42,Government,HS-grad,Single,White-Collar,White,Female,40,0
2490,58,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
2491,57,Private,Some-college,Single,Blue-Collar,Other,Male,40,0
2492,35,Private,School,Separated,Blue-Collar,White,Male,90,0
2493,25,Government,Bachelors,Single,Professional,White,Female,35,0
2494,56,Private,HS-grad,Widowed,Sales,White,Female,40,0
2495,17,Private,School,Single,Service,White,Male,30,0
2496,41,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
2497,17,Other/Unknown,School,Single,Other/Unknown,White,Male,40,0
2498,24,Government,Bachelors,Single,Professional,White,Male,50,0
2499,57,Private,Prof-school,Single,Professional,White,Female,40,0
2500,27,Private,Bachelors,Single,Service,White,Female,15,0
2501,46,Private,Assoc,Married,Professional,White,Male,40,1
2502,40,Private,Assoc,Divorced,Professional,White,Male,50,0
2503,37,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
2504,31,Self-Employed,School,Married,Professional,White,Male,60,0
2505,38,Private,Some-college,Divorced,White-Collar,White,Female,44,0
2506,64,Private,HS-grad,Married,Service,Other,Male,60,1
2507,30,Private,Some-college,Married,White-Collar,White,Female,45,0
2508,39,Government,HS-grad,Divorced,White-Collar,White,Female,40,0
2509,38,Self-Employed,School,Married,Blue-Collar,White,Male,40,0
2510,25,Private,Masters,Single,Professional,White,Female,60,0
2511,29,Self-Employed,HS-grad,Single,Blue-Collar,Other,Male,45,0
2512,36,Self-Employed,Some-college,Married,Service,White,Male,60,1
2513,34,Private,Bachelors,Married,Blue-Collar,White,Male,50,1
2514,42,Private,HS-grad,Married,Sales,White,Male,40,0
2515,33,Self-Employed,Some-college,Single,Blue-Collar,White,Male,70,0
2516,40,Private,HS-grad,Married,Blue-Collar,Other,Male,60,0
2517,35,Private,School,Married,Service,White,Male,40,0
2518,53,Private,HS-grad,Widowed,Blue-Collar,Other,Female,38,0
2519,33,Government,School,Married,Blue-Collar,White,Male,40,0
2520,21,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
2521,44,Private,HS-grad,Divorced,Sales,White,Male,50,0
2522,49,Self-Employed,Some-college,Married,White-Collar,White,Male,50,1
2523,40,Private,Some-college,Single,Sales,White,Female,44,0
2524,28,Private,School,Single,Blue-Collar,White,Male,50,0
2525,50,Private,HS-grad,Single,Blue-Collar,White,Male,25,0
2526,37,Private,HS-grad,Married,Blue-Collar,White,Male,44,1
2527,40,Government,HS-grad,Single,Service,White,Male,40,0
2528,35,Other/Unknown,Some-college,Single,Other/Unknown,White,Male,10,0
2529,21,Private,Assoc,Single,Blue-Collar,White,Male,40,0
2530,20,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
2531,42,Private,HS-grad,Divorced,Blue-Collar,White,Male,44,0
2532,28,Private,Bachelors,Married,Service,Other,Female,40,0
2533,41,Self-Employed,School,Married,Sales,White,Female,70,0
2534,26,Private,Some-college,Single,Professional,White,Male,3,0
2535,29,Private,School,Single,Blue-Collar,White,Male,40,0
2536,17,Private,School,Single,Blue-Collar,White,Male,20,0
2537,50,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,0
2538,36,Private,HS-grad,Single,Blue-Collar,Other,Male,30,0
2539,27,Private,Bachelors,Single,Service,White,Male,40,0
2540,29,Private,HS-grad,Single,White-Collar,White,Female,55,0
2541,38,Private,Some-college,Married,Blue-Collar,White,Male,40,1
2542,25,Private,HS-grad,Married,Service,White,Male,30,0
2543,20,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
2544,63,Private,HS-grad,Married,White-Collar,Other,Male,40,0
2545,60,Government,Bachelors,Separated,Professional,White,Female,55,0
2546,36,Private,Some-college,Married,White-Collar,White,Male,60,0
2547,90,Private,HS-grad,Single,Service,White,Female,40,0
2548,34,Private,Masters,Married,White-Collar,White,Male,50,0
2549,36,Private,HS-grad,Married,Service,White,Male,50,0
2550,52,Private,HS-grad,Divorced,Sales,White,Female,48,0
2551,58,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,60,0
2552,39,Private,Bachelors,Married,Professional,Other,Male,30,0
2553,36,Private,HS-grad,Married,Blue-Collar,White,Male,41,0
2554,29,Government,Some-college,Married,Professional,White,Male,40,0
2555,38,Private,Bachelors,Single,White-Collar,White,Female,35,0
2556,49,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
2557,40,Private,HS-grad,Married,Service,Other,Female,32,0
2558,33,Government,HS-grad,Divorced,Service,White,Male,40,0
2559,38,Private,HS-grad,Married,White-Collar,White,Male,40,1
2560,21,Private,Some-college,Single,Sales,White,Female,25,0
2561,35,Self-Employed,Bachelors,Single,Service,Other,Female,60,0
2562,41,Private,Some-college,Separated,White-Collar,Other,Female,40,0
2563,40,Private,Bachelors,Married,Service,White,Male,40,1
2564,33,Private,Doctorate,Married,Professional,White,Male,40,0
2565,39,Private,Masters,Married,Professional,White,Male,40,1
2566,27,Private,Bachelors,Single,Service,Other,Female,20,0
2567,75,Other/Unknown,Doctorate,Single,Other/Unknown,White,Male,40,0
2568,31,Private,HS-grad,Single,Service,White,Female,35,0
2569,38,Private,School,Married,Blue-Collar,White,Male,40,0
2570,55,Government,Some-college,Married,White-Collar,White,Male,40,1
2571,27,Private,Some-college,Married,Blue-Collar,Other,Male,40,1
2572,33,Private,School,Single,Service,Other,Male,40,0
2573,54,Other/Unknown,Some-college,Married,Other/Unknown,Other,Male,60,1
2574,40,Private,HS-grad,Separated,Service,White,Female,40,0
2575,35,Private,HS-grad,Divorced,Service,White,Female,75,0
2576,35,Private,Bachelors,Married,Sales,White,Male,50,1
2577,18,Private,School,Single,White-Collar,White,Male,12,0
2578,66,Other/Unknown,HS-grad,Married,Other/Unknown,White,Female,20,0
2579,17,Private,School,Single,Blue-Collar,Other,Male,12,0
2580,26,Private,Assoc,Married,Professional,White,Female,75,0
2581,68,Private,HS-grad,Widowed,Blue-Collar,White,Female,32,0
2582,34,Self-Employed,Assoc,Married,White-Collar,White,Female,36,0
2583,20,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,25,0
2584,45,Private,HS-grad,Widowed,Sales,White,Female,45,0
2585,34,Private,Masters,Married,Professional,White,Male,55,1
2586,23,Private,School,Married,Service,White,Male,40,0
2587,38,Other/Unknown,Some-college,Married,Other/Unknown,White,Female,20,0
2588,25,Private,Assoc,Single,White-Collar,White,Female,40,0
2589,17,Private,School,Single,Service,White,Female,20,0
2590,52,Private,HS-grad,Married,White-Collar,White,Male,40,0
2591,32,Private,HS-grad,Married,Blue-Collar,White,Male,20,1
2592,17,Private,School,Single,Sales,White,Female,20,0
2593,21,Private,HS-grad,Single,Service,White,Female,40,0
2594,26,Private,Some-college,Married,Sales,White,Male,50,1
2595,32,Private,HS-grad,Married,Professional,White,Male,40,0
2596,46,Self-Employed,Masters,Married,Blue-Collar,White,Male,50,1
2597,25,Government,Bachelors,Single,Blue-Collar,White,Male,25,0
2598,36,Private,Bachelors,Married,Professional,White,Male,40,1
2599,44,Self-Employed,Some-college,Single,Blue-Collar,White,Male,12,0
2600,33,Self-Employed,Bachelors,Married,Sales,White,Male,80,1
2601,23,Private,Some-college,Single,Sales,Other,Female,40,0
2602,42,Private,HS-grad,Single,Sales,White,Female,40,0
2603,23,Private,HS-grad,Divorced,White-Collar,White,Female,40,0
2604,51,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2605,58,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
2606,27,Private,HS-grad,Single,Sales,Other,Female,30,0
2607,39,Private,Bachelors,Divorced,White-Collar,Other,Female,24,0
2608,46,Private,School,Married,Professional,White,Female,45,0
2609,18,Private,Some-college,Single,Sales,Other,Female,21,0
2610,52,Private,Assoc,Separated,White-Collar,Other,Female,60,0
2611,41,Private,Bachelors,Divorced,White-Collar,Other,Female,90,1
2612,70,Other/Unknown,School,Married,Other/Unknown,White,Male,20,0
2613,40,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2614,20,Private,Some-college,Single,Sales,Other,Female,30,0
2615,58,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2616,47,Self-Employed,Some-college,Divorced,Professional,Other,Female,40,0
2617,42,Private,HS-grad,Single,Service,White,Female,40,0
2618,32,Private,HS-grad,Separated,Blue-Collar,White,Female,40,0
2619,41,Private,HS-grad,Married,White-Collar,White,Female,40,1
2620,47,Private,Some-college,Divorced,White-Collar,Other,Female,40,0
2621,26,Other/Unknown,Bachelors,Married,Other/Unknown,White,Female,40,0
2622,59,Government,HS-grad,Widowed,Sales,White,Female,40,0
2623,19,Private,School,Single,Service,White,Female,40,0
2624,30,Government,Some-college,Single,Service,Other,Male,40,0
2625,53,Private,Prof-school,Single,Professional,White,Female,40,0
2626,27,Self-Employed,Some-college,Single,Sales,White,Male,50,0
2627,38,Self-Employed,Bachelors,Married,Sales,White,Male,40,1
2628,34,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2629,58,Self-Employed,HS-grad,Widowed,White-Collar,White,Male,50,0
2630,18,Government,School,Single,Service,White,Male,25,0
2631,25,Private,School,Single,Blue-Collar,White,Male,40,0
2632,21,Private,Some-college,Single,White-Collar,White,Female,30,0
2633,23,Private,HS-grad,Single,White-Collar,White,Female,50,0
2634,19,Private,HS-grad,Single,Service,White,Female,52,0
2635,22,Private,HS-grad,Single,White-Collar,White,Female,40,0
2636,28,Private,HS-grad,Single,Service,Other,Female,52,0
2637,50,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
2638,32,Private,School,Married,Blue-Collar,White,Male,40,0
2639,56,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
2640,26,Private,Bachelors,Single,White-Collar,White,Male,30,0
2641,21,Other/Unknown,School,Single,Other/Unknown,White,Female,30,0
2642,29,Self-Employed,HS-grad,Married,Blue-Collar,Other,Male,50,1
2643,21,Private,School,Married,Blue-Collar,White,Male,40,0
2644,37,Government,Bachelors,Married,Service,White,Male,40,1
2645,58,Government,HS-grad,Married,Blue-Collar,White,Male,40,0
2646,49,Private,Assoc,Married,Blue-Collar,White,Male,40,0
2647,44,Private,HS-grad,Single,Service,Other,Male,32,0
2648,45,Private,Assoc,Married,Blue-Collar,White,Male,38,1
2649,43,Private,Bachelors,Divorced,Sales,White,Female,50,0
2650,27,Private,HS-grad,Divorced,Service,White,Female,40,0
2651,61,Private,HS-grad,Married,Blue-Collar,White,Male,45,1
2652,26,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
2653,41,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2654,62,Other/Unknown,Assoc,Married,Other/Unknown,White,Male,40,0
2655,47,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
2656,32,Private,Assoc,Single,Professional,White,Male,40,0
2657,53,Private,School,Single,Blue-Collar,Other,Male,40,0
2658,29,Private,Assoc,Married,White-Collar,White,Female,50,0
2659,68,Government,Doctorate,Married,Professional,White,Male,60,1
2660,53,Private,Bachelors,Divorced,White-Collar,White,Male,40,0
2661,41,Self-Employed,Bachelors,Married,Sales,White,Male,60,1
2662,45,Private,HS-grad,Single,Blue-Collar,White,Female,40,0
2663,45,Government,Some-college,Married,Professional,White,Male,40,1
2664,52,Private,HS-grad,Divorced,Blue-Collar,White,Female,38,0
2665,77,Self-Employed,HS-grad,Single,Blue-Collar,White,Male,20,0
2666,62,Private,Bachelors,Married,Sales,White,Male,20,1
2667,22,Private,Some-college,Single,Sales,White,Female,30,0
2668,35,Private,School,Single,Sales,White,Male,45,0
2669,66,Private,School,Married,Blue-Collar,White,Male,40,0
2670,27,Private,Bachelors,Married,White-Collar,White,Male,40,1
2671,17,Government,School,Single,Service,Other,Male,9,0
2672,31,Private,School,Married,Blue-Collar,White,Male,40,0
2673,19,Private,Some-college,Single,Service,White,Female,4,0
2674,57,Private,HS-grad,Married,Blue-Collar,White,Male,50,1
2675,26,Private,Some-college,Married,Sales,Other,Female,40,0
2676,30,Private,School,Married,Blue-Collar,White,Male,40,0
2677,64,Self-Employed,HS-grad,Married,White-Collar,White,Male,40,1
2678,36,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,0
2679,31,Private,HS-grad,Separated,White-Collar,White,Female,20,0
2680,29,Government,Bachelors,Married,Professional,White,Female,25,1
2681,33,Private,HS-grad,Married,Sales,White,Male,55,0
2682,29,Private,School,Married,Service,White,Male,40,0
2683,63,Self-Employed,Bachelors,Married,Sales,White,Male,30,1
2684,41,Self-Employed,Assoc,Married,Professional,White,Female,15,1
2685,52,Private,Assoc,Divorced,Professional,White,Female,32,0
2686,34,Self-Employed,HS-grad,Married,Blue-Collar,White,Male,40,1
2687,43,Private,School,Married,Blue-Collar,White,Female,25,0
2688,27,Private,Some-college,Single,Service,White,Female,34,0
2689,56,Government,Masters,Divorced,White-Collar,White,Female,40,0
2690,32,Private,School,Married,Blue-Collar,White,Male,60,0
2691,36,Private,HS-grad,Married,Blue-Collar,White,Male,40,1
2692,40,Private,Bachelors,Married,Service,Other,Male,40,0
2693,34,Private,HS-grad,Single,White-Collar,White,Female,40,0
2694,41,Private,HS-grad,Married,Service,Other,Male,40,0
2695,19,Private,Some-college,Single,White-Collar,White,Male,40,0
2696,50,Private,Some-college,Married,Sales,White,Male,50,0
2697,27,Government,Some-college,Single,White-Collar,Other,Female,40,0
2698,28,Government,Bachelors,Married,White-Collar,White,Male,40,1
2699,25,Private,School,Single,Service,White,Female,40,0
2700,35,Self-Employed,Bachelors,Single,Professional,White,Female,40,0
2701,24,Private,Bachelors,Single,Service,White,Female,50,0
2702,37,Private,HS-grad,Married,Blue-Collar,White,Male,46,0
2703,29,Self-Employed,School,Married,Blue-Collar,White,Male,72,0
2704,52,Other/Unknown,School,Married,Other/Unknown,White,Male,40,0
2705,28,Self-Employed,Prof-school,Single,Professional,White,Male,40,0
2706,33,Private,HS-grad,Single,Blue-Collar,Other,Male,50,0
2707,35,Private,Prof-school,Married,Sales,Other,Male,35,0
2708,35,Private,HS-grad,Married,Blue-Collar,Other,Male,40,0
2709,51,Private,HS-grad,Married,Blue-Collar,White,Male,20,0
2710,19,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
2711,36,Government,Bachelors,Married,White-Collar,White,Male,45,0
2712,44,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2713,60,Private,School,Divorced,Service,White,Male,40,0
2714,40,Private,Assoc,Married,White-Collar,White,Male,50,1
2715,32,Private,Some-college,Married,Professional,White,Male,38,1
2716,32,Other/Unknown,School,Single,Other/Unknown,Other,Female,40,0
2717,19,Private,Some-college,Single,Sales,White,Female,25,0
2718,72,Other/Unknown,Bachelors,Separated,Other/Unknown,White,Female,7,0
2719,50,Government,HS-grad,Married,White-Collar,White,Male,40,1
2720,62,Private,HS-grad,Married,Blue-Collar,White,Male,40,0
2721,36,Self-Employed,Bachelors,Single,Sales,Other,Female,50,0
2722,24,Private,HS-grad,Single,Blue-Collar,White,Male,40,0
2723,38,Private,Bachelors,Married,Professional,White,Male,40,1
2724,42,Private,Some-college,Divorced,White-Collar,White,Female,30,0
2725,53,Private,Some-college,Widowed,White-Collar,White,Female,40,0
2726,51,Self-Employed,Masters,Married,Professional,White,Female,30,1
2727,31,Private,HS-grad,Married,Blue-Collar,White,Male,60,1
2728,26,Private,HS-grad,Married,Sales,White,Male,55,0
2729,25,Private,Bachelors,Single,White-Collar,White,Female,50,0
2730,32,Private,Masters,Separated,White-Collar,White,Male,55,1
2731,51,Private,Some-college,Married,Sales,White,Male,40,1
2732,25,Private,Bachelors,Single,Professional,White,Male,40,0
2733,19,Private,Some-college,Single,Service,White,Female,30,0
2734,35,Private,HS-grad,Separated,Blue-Collar,White,Male,40,0
2735,25,Private,Some-college,Married,Blue-Collar,White,Male,38,0
2736,35,Private,Bachelors,Single,White-Collar,White,Female,40,0
2737,52,Government,Bachelors,Married,White-Collar,White,Male,45,1
2738,19,Private,HS-grad,Single,Sales,White,Male,25,0
2739,22,Other/Unknown,Some-college,Single,Other/Unknown,White,Female,40,0
2740,32,Government,Bachelors,Single,White-Collar,White,Male,37,0
2741,46,Private,Bachelors,Married,White-Collar,White,Male,35,1
2742,43,Private,Bachelors,Married,Professional,White,Female,50,1
2743,17,Other/Unknown,School,Single,Other/Unknown,Other,Female,40,0
2744,23,Private,School,Single,Service,Other,Female,30,0
